Year,Week,GameID,Team Home Abbrev,Team Home Name, Team Home Score,Team Away Abbrev,Team Away Name,Team Away Score
1966,1,1966090200,MIA,dolphins,14,OAK,raiders,23
1966,1,1966090300,HOU,oilers,45,DEN,broncos,7
1966,1,1966090400,SD,chargers,27,BUF,bills,7
1966,1,1966091000,GB,packers,24,BAL,colts,3
1966,1,1966091101,WAS,redskins,14,CLE,browns,38
1966,1,1966091106,ATL,falcons,14,LA,rams,19
1966,1,1966091102,STL,cardinals,16,PHI,eagles,13
1966,1,1966091103,SF,49ers,20,MIN,vikings,20
1966,1,1966091104,PIT,steelers,34,NYG,giants,34
1966,1,1966091105,DET,lions,14,CHI,bears,3
1966,2,1966090900,MIA,dolphins,14,NYJ,jets,19
1966,2,1966091001,HOU,oilers,31,OAK,raiders,0
1966,2,1966091002,SD,chargers,24,BOS,patriots,0
1966,2,1966091100,BUF,bills,20,KC,chiefs,42
1966,2,1966091600,LA,rams,31,CHI,bears,17
1966,2,1966091803,PHI,eagles,23,ATL,falcons,10
1966,2,1966091809,STL,cardinals,23,WAS,redskins,7
1966,2,1966091804,PIT,steelers,17,DET,lions,3
1966,2,1966091805,MIN,vikings,23,BAL,colts,38
1966,2,1966091806,CLE,browns,20,GB,packers,21
1966,2,1966091807,DAL,cowboys,52,NYG,giants,7
1966,3,1966091808,DEN,broncos,10,BOS,patriots,24
1966,3,1966091802,BUF,bills,58,MIA,dolphins,24
1966,3,1966091801,OAK,raiders,10,KC,chiefs,32
1966,3,1966091800,NYJ,jets,52,HOU,oilers,13
1966,3,1966092510,DAL,cowboys,28,MIN,vikings,17
1966,3,1966092509,GB,packers,24,LA,rams,13
1966,3,1966092506,CLE,browns,28,STL,cardinals,34
1966,3,1966092505,PHI,eagles,35,NYG,giants,17
1966,3,1966092503,DET,lions,28,ATL,falcons,10
1966,3,1966092502,PIT,steelers,27,WAS,redskins,33
1966,3,1966092501,BAL,colts,36,SF,49ers,14
1966,3,1966093000,LA,rams,34,SF,49ers,3
1966,4,1966092500,BUF,bills,27,HOU,oilers,20
1966,4,1966092504,BOS,patriots,24,KC,chiefs,43
1966,4,1966092507,DEN,broncos,7,NYJ,jets,16
1966,4,1966092508,OAK,raiders,20,SD,chargers,29
1966,4,1966100208,NYG,giants,7,CLE,browns,28
1966,4,1966100204,WAS,redskins,24,PIT,steelers,10
1966,4,1966100205,ATL,falcons,14,DAL,cowboys,47
1966,4,1966100206,GB,packers,23,DET,lions,14
1966,4,1966100207,MIN,vikings,10,CHI,bears,13
1966,4,1966100200,PHI,eagles,10,STL,cardinals,41
1966,5,1966100202,DEN,broncos,40,HOU,oilers,38
1966,5,1966100203,SD,chargers,44,MIA,dolphins,10
1966,5,1966100209,BOS,patriots,24,NYJ,jets,24
1966,5,1966100201,KC,chiefs,14,BUF,bills,29
1966,5,1966100800,CLE,browns,41,PIT,steelers,10
1966,5,1966100903,WAS,redskins,33,ATL,falcons,20
1966,5,1966100901,DAL,cowboys,56,PHI,eagles,7
1966,5,1966100902,CHI,bears,27,BAL,colts,17
1966,5,1966100904,DET,lions,7,LA,rams,14
1966,5,1966100905,SF,49ers,21,GB,packers,20
1966,5,1966100906,OAK,raiders,21,MIA,dolphins,10
1966,6,1966100801,NYJ,jets,17,SD,chargers,16
1966,6,1966100802,BUF,bills,10,BOS,patriots,20
1966,6,1966100803,KC,chiefs,37,DEN,broncos,10
1966,6,1966100900,STL,cardinals,24,NYG,giants,19
1966,6,1966101610,ATL,falcons,7,SF,49ers,44
1966,6,1966101601,MIN,vikings,35,LA,rams,7
1966,6,1966101603,CHI,bears,0,GB,packers,17
1966,6,1966101604,PIT,steelers,14,PHI,eagles,31
1966,6,1966101605,BAL,colts,45,DET,lions,14
1966,6,1966101600,STL,cardinals,10,DAL,cowboys,10
1966,6,1966101609,NYG,giants,13,WAS,redskins,10
1966,7,1966101607,HOU,oilers,24,NYJ,jets,0
1966,7,1966101608,MIA,dolphins,24,DEN,broncos,7
1966,7,1966101602,BUF,bills,17,SD,chargers,17
1966,7,1966101606,KC,chiefs,13,OAK,raiders,34
1966,7,1966102304,CLE,browns,30,DAL,cowboys,21
1966,7,1966102303,GB,packers,56,ATL,falcons,3
1966,7,1966102305,BAL,colts,20,MIN,vikings,17
1966,7,1966102306,WAS,redskins,26,STL,cardinals,20
1966,7,1966102307,SF,49ers,27,DET,lions,24
1966,7,1966102309,CHI,bears,17,LA,rams,10
1966,7,1966102308,NYG,giants,3,PHI,eagles,31
1966,8,1966102310,DEN,broncos,10,KC,chiefs,56
1966,8,1966102302,HOU,oilers,13,MIA,dolphins,20
1966,8,1966102301,NYJ,jets,21,OAK,raiders,24
1966,8,1966102300,BOS,patriots,35,SD,chargers,17
1966,8,1966103009,ATL,falcons,17,CLE,browns,49
1966,8,1966103008,LA,rams,3,BAL,colts,17
1966,8,1966103003,DAL,cowboys,52,PIT,steelers,21
1966,8,1966103002,DET,lions,7,GB,packers,31
1966,8,1966103001,MIN,vikings,28,SF,49ers,3
1966,8,1966103000,PHI,eagles,13,WAS,redskins,27
1966,8,1966103100,STL,cardinals,24,CHI,bears,17
1966,9,1966103004,BOS,patriots,24,OAK,raiders,21
1966,9,1966103006,KC,chiefs,48,HOU,oilers,23
1966,9,1966103007,NYJ,jets,23,BUF,bills,33
1966,9,1966103005,SD,chargers,24,DEN,broncos,17
1966,9,1966110604,PHI,eagles,24,DAL,cowboys,23
1966,9,1966110605,GB,packers,17,MIN,vikings,20
1966,9,1966110606,NYG,giants,17,STL,cardinals,20
1966,9,1966110610,PIT,steelers,16,CLE,browns,6
1966,9,1966110600,BAL,colts,37,WAS,redskins,10
1966,9,1966110602,SF,49ers,21,LA,rams,13
1966,9,1966110601,CHI,bears,10,DET,lions,10
1966,10,1966110609,MIA,dolphins,0,BUF,bills,29
1966,10,1966110607,OAK,raiders,38,HOU,oilers,23
1966,10,1966110608,BOS,patriots,10,DEN,broncos,17
1966,10,1966110603,KC,chiefs,24,SD,chargers,14
1966,10,1966111304,CHI,bears,30,SF,49ers,30
1966,10,1966111302,MIN,vikings,31,DET,lions,32
1966,10,1966111303,LA,rams,55,NYG,giants,14
1966,10,1966111305,WAS,redskins,30,DAL,cowboys,31
1966,10,1966111306,CLE,browns,27,PHI,eagles,7
1966,10,1966111310,ATL,falcons,7,BAL,colts,19
1966,10,1966111307,PIT,steelers,30,STL,cardinals,9
1966,11,1966111308,KC,chiefs,34,MIA,dolphins,16
1966,11,1966111309,BUF,bills,14,NYJ,jets,3
1966,11,1966111300,SD,chargers,19,OAK,raiders,41
1966,11,1966111301,BOS,patriots,27,HOU,oilers,21
1966,11,1966112001,CLE,browns,14,WAS,redskins,3
1966,11,1966112000,SF,49ers,34,PHI,eagles,35
1966,11,1966112009,PIT,steelers,7,DAL,cowboys,20
1966,11,1966112002,LA,rams,21,MIN,vikings,6
1966,11,1966112003,DET,lions,20,BAL,colts,14
1966,11,1966112007,GB,packers,13,CHI,bears,6
1966,11,1966112004,NYG,giants,16,ATL,falcons,27
1966,12,1966112010,KC,chiefs,27,BOS,patriots,27
1966,12,1966112008,DEN,broncos,3,OAK,raiders,17
1966,12,1966112006,NYJ,jets,30,MIA,dolphins,13
1966,12,1966112005,HOU,oilers,20,BUF,bills,42
1966,12,1966112402,DAL,cowboys,26,CLE,browns,14
1966,12,1966112401,DET,lions,14,SF,49ers,41
1966,12,1966112707,BAL,colts,7,LA,rams,23
1966,12,1966112706,STL,cardinals,6,PIT,steelers,3
1966,12,1966112705,WAS,redskins,72,NYG,giants,41
1966,12,1966112702,MIN,vikings,16,GB,packers,28
1966,12,1966112701,CHI,bears,23,ATL,falcons,6
1966,13,1966112400,OAK,raiders,10,BUF,bills,31
1966,13,1966112704,NYJ,jets,24,KC,chiefs,32
1966,13,1966112700,DEN,broncos,20,SD,chargers,17
1966,13,1966112703,MIA,dolphins,14,BOS,patriots,20
1966,13,1966120407,LA,rams,23,DET,lions,3
1966,13,1966120400,GB,packers,20,SF,49ers,7
1966,13,1966120402,DAL,cowboys,31,STL,cardinals,17
1966,13,1966120404,MIN,vikings,13,ATL,falcons,20
1966,13,1966120405,BAL,colts,21,CHI,bears,16
1966,13,1966120409,PHI,eagles,27,PIT,steelers,23
1966,13,1966120408,CLE,browns,49,NYG,giants,40
1966,14,1966120300,OAK,raiders,28,NYJ,jets,28
1966,14,1966120403,HOU,oilers,22,SD,chargers,28
1966,14,1966120406,DEN,broncos,17,MIA,dolphins,7
1966,14,1966120401,BOS,patriots,14,BUF,bills,3
1966,14,1966121000,BAL,colts,10,GB,packers,14
1966,14,1966121105,DET,lions,16,MIN,vikings,28
1966,14,1966121106,NYG,giants,28,PIT,steelers,47
1966,14,1966121107,PHI,eagles,33,CLE,browns,21
1966,14,1966121100,ATL,falcons,16,STL,cardinals,10
1966,14,1966121104,SF,49ers,41,CHI,bears,14
1966,14,1966121109,DAL,cowboys,31,WAS,redskins,34
1966,15,1966121101,OAK,raiders,28,DEN,broncos,10
1966,15,1966121102,MIA,dolphins,18,KC,chiefs,19
1966,15,1966121103,HOU,oilers,14,BOS,patriots,38
1966,15,1966121108,SD,chargers,42,NYJ,jets,27
1966,15,1966121701,STL,cardinals,10,CLE,browns,38
1966,15,1966121800,ATL,falcons,33,PIT,steelers,57
1966,15,1966121808,CHI,bears,41,MIN,vikings,28
1966,15,1966121801,NYG,giants,7,DAL,cowboys,17
1966,15,1966121802,LA,rams,23,GB,packers,27
1966,15,1966121803,WAS,redskins,28,PHI,eagles,37
1966,15,1966121806,SF,49ers,14,BAL,colts,30
1966,16,1966121700,NYJ,jets,38,BOS,patriots,28
1966,16,1966121804,MIA,dolphins,29,HOU,oilers,28
1966,16,1966121807,BUF,bills,38,DEN,broncos,21
1966,16,1966121805,SD,chargers,17,KC,chiefs,27
1967,1,1967090300,DEN,broncos,26,BOS,patriots,21
1967,1,1967090900,HOU,oilers,20,KC,chiefs,25
1967,1,1967090901,SD,chargers,28,BOS,patriots,14
1967,1,1967091000,BUF,bills,20,NYJ,jets,17
1967,1,1967091001,OAK,raiders,51,DEN,broncos,0
1967,1,1967091709,NO,saints,13,LA,rams,27
1967,1,1967091710,BUF,bills,3,HOU,oilers,20
1967,1,1967091708,OAK,raiders,35,BOS,patriots,7
1967,1,1967091700,STL,cardinals,20,NYG,giants,37
1967,1,1967091701,MIN,vikings,21,SF,49ers,27
1967,1,1967091702,PHI,eagles,35,WAS,redskins,24
1967,1,1967091703,CLE,browns,14,DAL,cowboys,21
1967,1,1967091704,MIA,dolphins,35,DEN,broncos,21
1967,1,1967091707,GB,packers,17,DET,lions,17
1967,1,1967091706,BAL,colts,38,ATL,falcons,31
1967,1,1967091705,PIT,steelers,41,CHI,bears,13
1967,1,1967092200,LA,rams,39,MIN,vikings,3
1967,1,1967092404,MIA,dolphins,0,KC,chiefs,24
1967,1,1967092400,DET,lions,31,CLE,browns,14
1967,1,1967092408,NO,saints,10,WAS,redskins,30
1967,1,1967092409,DEN,broncos,24,NYJ,jets,38
1967,1,1967092407,PIT,steelers,14,STL,cardinals,28
1967,1,1967092406,DAL,cowboys,38,NYG,giants,24
1967,1,1967092405,SD,chargers,13,HOU,oilers,3
1967,1,1967092410,BUF,bills,0,BOS,patriots,23
1967,1,1967092403,GB,packers,13,CHI,bears,10
1967,1,1967092402,SF,49ers,38,ATL,falcons,7
1967,1,1967092401,PHI,eagles,6,BAL,colts,38
1967,2,1967100105,BUF,bills,17,SD,chargers,37
1967,2,1967100110,WAS,redskins,38,NYG,giants,34
1967,2,1967100109,DAL,cowboys,13,LA,rams,35
1967,2,1967100108,STL,cardinals,38,DET,lions,28
1967,2,1967100107,MIN,vikings,7,CHI,bears,17
1967,2,1967100106,GB,packers,23,ATL,falcons,0
1967,2,1967100111,BAL,colts,41,SF,49ers,7
1967,2,1967100104,OAK,raiders,23,KC,chiefs,21
1967,2,1967100103,NO,saints,7,CLE,browns,42
1967,2,1967100102,HOU,oilers,10,DEN,broncos,6
1967,2,1967100101,PHI,eagles,34,PIT,steelers,24
1967,2,1967100100,NYJ,jets,29,MIA,dolphins,7
1967,3,1967100701,NYJ,jets,27,OAK,raiders,14
1967,3,1967100702,CLE,browns,21,PIT,steelers,10
1967,3,1967100808,MIN,vikings,24,STL,cardinals,34
1967,3,1967100803,DET,lions,17,GB,packers,27
1967,3,1967100804,DEN,broncos,16,BUF,bills,17
1967,3,1967100801,CHI,bears,3,BAL,colts,24
1967,3,1967100800,LA,rams,24,SF,49ers,27
1967,3,1967100809,SD,chargers,31,BOS,patriots,31
1967,3,1967100802,WAS,redskins,14,DAL,cowboys,17
1967,3,1967100807,ATL,falcons,7,PHI,eagles,38
1967,3,1967100806,KC,chiefs,41,MIA,dolphins,0
1967,3,1967100805,NYG,giants,27,NO,saints,21
1967,4,1967101505,GB,packers,7,MIN,vikings,10
1967,4,1967101510,PHI,eagles,27,SF,49ers,28
1967,4,1967101509,CLE,browns,20,STL,cardinals,16
1967,4,1967101508,ATL,falcons,20,WAS,redskins,20
1967,4,1967101507,PIT,steelers,24,NYG,giants,27
1967,4,1967101506,DAL,cowboys,14,NO,saints,10
1967,4,1967101511,BOS,patriots,41,MIA,dolphins,10
1967,4,1967101504,CHI,bears,14,DET,lions,3
1967,4,1967101503,BAL,colts,24,LA,rams,24
1967,4,1967101502,NYJ,jets,28,HOU,oilers,28
1967,4,1967101501,BUF,bills,20,OAK,raiders,24
1967,4,1967101500,SD,chargers,45,KC,chiefs,31
1967,5,1967102205,NYG,giants,21,GB,packers,48
1967,5,1967102210,DET,lions,24,ATL,falcons,3
1967,5,1967102209,LA,rams,28,WAS,redskins,28
1967,5,1967102208,STL,cardinals,48,PHI,eagles,14
1967,5,1967102207,KC,chiefs,19,HOU,oilers,24
1967,5,1967102206,SF,49ers,27,NO,saints,13
1967,5,1967102211,MIN,vikings,20,BAL,colts,20
1967,5,1967102204,CLE,browns,24,CHI,bears,0
1967,5,1967102203,PIT,steelers,21,DAL,cowboys,24
1967,5,1967102202,BOS,patriots,14,OAK,raiders,48
1967,5,1967102201,MIA,dolphins,14,NYJ,jets,33
1967,5,1967102200,DEN,broncos,21,SD,chargers,38
1967,6,1967102910,HOU,oilers,10,BUF,bills,3
1967,6,1967102909,NYG,giants,38,CLE,browns,34
1967,6,1967102908,OAK,raiders,51,SD,chargers,10
1967,6,1967102907,PHI,eagles,21,DAL,cowboys,14
1967,6,1967102906,CHI,bears,17,LA,rams,28
1967,6,1967102905,SF,49ers,3,DET,lions,45
1967,6,1967102904,ATL,falcons,21,MIN,vikings,20
1967,6,1967102903,NO,saints,10,PIT,steelers,14
1967,6,1967102902,KC,chiefs,52,DEN,broncos,9
1967,6,1967102901,NYJ,jets,30,BOS,patriots,23
1967,6,1967102900,WAS,redskins,13,BAL,colts,17
1967,6,1967103000,STL,cardinals,23,GB,packers,31
1967,7,1967110505,DAL,cowboys,37,ATL,falcons,7
1967,7,1967110510,BUF,bills,35,MIA,dolphins,13
1967,7,1967110509,NO,saints,31,PHI,eagles,24
1967,7,1967110508,WAS,redskins,21,STL,cardinals,27
1967,7,1967110507,BAL,colts,13,GB,packers,10
1967,7,1967110506,DET,lions,13,CHI,bears,27
1967,7,1967110511,PIT,steelers,14,CLE,browns,34
1967,7,1967110504,MIN,vikings,27,NYG,giants,24
1967,7,1967110503,DEN,broncos,17,OAK,raiders,21
1967,7,1967110502,BOS,patriots,18,HOU,oilers,7
1967,7,1967110501,SF,49ers,7,LA,rams,17
1967,7,1967110500,KC,chiefs,42,NYJ,jets,18
1967,8,1967111203,SD,chargers,24,MIA,dolphins,0
1967,8,1967111208,STL,cardinals,14,PIT,steelers,14
1967,8,1967111207,DEN,broncos,18,HOU,oilers,20
1967,8,1967111206,NO,saints,10,DAL,cowboys,27
1967,8,1967111205,WAS,redskins,31,SF,49ers,28
1967,8,1967111204,LA,rams,33,PHI,eagles,17
1967,8,1967111209,GB,packers,55,CLE,browns,7
1967,8,1967111202,MIN,vikings,10,DET,lions,10
1967,8,1967111201,CHI,bears,34,NYG,giants,7
1967,8,1967111200,NYJ,jets,20,BUF,bills,10
1967,8,1967111211,BOS,patriots,10,KC,chiefs,33
1967,8,1967111210,ATL,falcons,7,BAL,colts,49
1967,9,1967111905,ATL,falcons,3,LA,rams,31
1967,9,1967111910,NYG,giants,28,PIT,steelers,20
1967,9,1967111909,OAK,raiders,31,MIA,dolphins,17
1967,9,1967111908,PHI,eagles,48,NO,saints,21
1967,9,1967111907,BUF,bills,20,DEN,broncos,21
1967,9,1967111906,GB,packers,13,SF,49ers,0
1967,9,1967111911,DAL,cowboys,20,WAS,redskins,27
1967,9,1967111904,KC,chiefs,16,SD,chargers,17
1967,9,1967111903,CLE,browns,14,MIN,vikings,10
1967,9,1967111902,BOS,patriots,24,NYJ,jets,29
1967,9,1967111901,CHI,bears,30,STL,cardinals,3
1967,9,1967111900,BAL,colts,41,DET,lions,7
1967,10,1967112303,DAL,cowboys,46,STL,cardinals,21
1967,10,1967112300,SD,chargers,24,DEN,broncos,20
1967,10,1967112301,DET,lions,7,LA,rams,31
1967,10,1967112302,KC,chiefs,22,OAK,raiders,44
1967,10,1967112601,NYG,giants,44,PHI,eagles,7
1967,10,1967112600,HOU,oilers,27,BOS,patriots,6
1967,10,1967112607,PIT,steelers,27,MIN,vikings,41
1967,10,1967112602,SF,49ers,9,BAL,colts,26
1967,10,1967112603,CLE,browns,42,WAS,redskins,37
1967,10,1967112606,CHI,bears,13,GB,packers,17
1967,10,1967112605,MIA,dolphins,17,BUF,bills,14
1967,10,1967112604,NO,saints,27,ATL,falcons,24
1967,11,1967120305,CLE,browns,24,NYG,giants,14
1967,11,1967120310,LA,rams,20,ATL,falcons,3
1967,11,1967120309,HOU,oilers,17,MIA,dolphins,14
1967,11,1967120308,KC,chiefs,23,BUF,bills,13
1967,11,1967120307,STL,cardinals,31,NO,saints,20
1967,11,1967120306,WAS,redskins,35,PHI,eagles,35
1967,11,1967120311,NYJ,jets,24,DEN,broncos,33
1967,11,1967120304,DET,lions,14,PIT,steelers,24
1967,11,1967120303,MIN,vikings,27,GB,packers,30
1967,11,1967120302,BAL,colts,23,DAL,cowboys,17
1967,11,1967120301,SD,chargers,21,OAK,raiders,41
1967,11,1967120300,SF,49ers,14,CHI,bears,28
1967,12,1967120901,BOS,patriots,16,BUF,bills,44
1967,12,1967120900,LA,rams,27,GB,packers,24
1967,12,1967121003,HOU,oilers,7,OAK,raiders,19
1967,12,1967121000,STL,cardinals,16,CLE,browns,20
1967,12,1967121001,ATL,falcons,28,SF,49ers,34
1967,12,1967121008,DAL,cowboys,38,PHI,eagles,17
1967,12,1967121007,CHI,bears,10,MIN,vikings,10
1967,12,1967121006,BAL,colts,30,NO,saints,10
1967,12,1967121005,PIT,steelers,10,WAS,redskins,15
1967,12,1967121004,NYG,giants,7,DET,lions,30
1967,12,1967121009,MIA,dolphins,41,SD,chargers,24
1967,12,1967121002,NYJ,jets,7,KC,chiefs,21
1967,13,1967121601,HOU,oilers,24,SD,chargers,17
1967,13,1967121600,SF,49ers,24,DAL,cowboys,16
1967,13,1967121703,DET,lions,14,MIN,vikings,3
1967,13,1967121700,NYG,giants,37,STL,cardinals,14
1967,13,1967121701,DEN,broncos,24,KC,chiefs,38
1967,13,1967121708,OAK,raiders,38,NYJ,jets,29
1967,13,1967121707,PHI,eagles,28,CLE,browns,24
1967,13,1967121706,GB,packers,17,PIT,steelers,24
1967,13,1967121705,LA,rams,34,BAL,colts,10
1967,13,1967121704,WAS,redskins,14,NO,saints,30
1967,13,1967121709,ATL,falcons,14,CHI,bears,23
1967,13,1967121702,MIA,dolphins,41,BOS,patriots,32
1967,14,1967122300,MIA,dolphins,10,HOU,oilers,41
1967,14,1967122400,SD,chargers,31,NYJ,jets,42
1967,14,1967122401,OAK,raiders,28,BUF,bills,21
1968,1,1968090600,SD,chargers,29,CIN,bengals,13
1968,1,1968090800,BUF,bills,7,BOS,patriots,16
1968,1,1968090900,HOU,oilers,21,KC,chiefs,26
1968,1,1968091401,MIN,vikings,47,ATL,falcons,7
1968,1,1968091400,MIA,dolphins,10,HOU,oilers,24
1968,1,1968091508,GB,packers,30,PHI,eagles,13
1968,1,1968091507,PIT,steelers,20,NYG,giants,34
1968,1,1968091506,CIN,bengals,24,DEN,broncos,10
1968,1,1968091505,DAL,cowboys,59,DET,lions,13
1968,1,1968091504,BAL,colts,27,SF,49ers,10
1968,1,1968091503,KC,chiefs,19,NYJ,jets,20
1968,1,1968091502,NO,saints,10,CLE,browns,24
1968,1,1968091500,BUF,bills,6,OAK,raiders,48
1968,1,1968091501,CHI,bears,28,WAS,redskins,38
1968,1,1968091600,STL,cardinals,13,LA,rams,24
1968,2,1968092100,SD,chargers,30,HOU,oilers,14
1968,2,1968092101,MIA,dolphins,21,OAK,raiders,47
1968,2,1968092200,DAL,cowboys,28,CLE,browns,7
1968,2,1968092207,GB,packers,13,MIN,vikings,26
1968,2,1968092208,BOS,patriots,31,NYJ,jets,47
1968,2,1968092205,PHI,eagles,25,NYG,giants,34
1968,2,1968092204,SF,49ers,35,STL,cardinals,17
1968,2,1968092203,DET,lions,42,CHI,bears,0
1968,2,1968092202,LA,rams,45,PIT,steelers,10
1968,2,1968092201,NO,saints,37,WAS,redskins,17
1968,2,1968092206,KC,chiefs,34,DEN,broncos,2
1968,2,1968092210,CIN,bengals,34,BUF,bills,23
1968,2,1968092209,ATL,falcons,20,BAL,colts,28
1968,3,1968092800,MIA,dolphins,3,KC,chiefs,48
1968,3,1968092904,PHI,eagles,13,DAL,cowboys,45
1968,3,1968092911,SF,49ers,28,ATL,falcons,13
1968,3,1968092909,CIN,bengals,10,SD,chargers,31
1968,3,1968092908,NO,saints,20,STL,cardinals,21
1968,3,1968092907,GB,packers,17,DET,lions,23
1968,3,1968092906,NYG,giants,48,WAS,redskins,21
1968,3,1968092905,BUF,bills,37,NYJ,jets,35
1968,3,1968092910,MIN,vikings,17,CHI,bears,27
1968,3,1968092903,PIT,steelers,7,BAL,colts,41
1968,3,1968092902,DEN,broncos,17,BOS,patriots,20
1968,3,1968092901,HOU,oilers,15,OAK,raiders,24
1968,3,1968092900,CLE,browns,6,LA,rams,24
1968,4,1968100500,BUF,bills,7,KC,chiefs,18
1968,4,1968100501,CLE,browns,31,PIT,steelers,24
1968,4,1968100502,NYJ,jets,23,SD,chargers,20
1968,4,1968100603,ATL,falcons,7,GB,packers,38
1968,4,1968100600,STL,cardinals,10,DAL,cowboys,27
1968,4,1968100601,DEN,broncos,10,CIN,bengals,7
1968,4,1968100602,HOU,oilers,7,MIA,dolphins,24
1968,4,1968100608,OAK,raiders,41,BOS,patriots,10
1968,4,1968100607,NYG,giants,38,NO,saints,21
1968,4,1968100606,MIN,vikings,24,DET,lions,10
1968,4,1968100605,LA,rams,24,SF,49ers,10
1968,4,1968100604,WAS,redskins,17,PHI,eagles,14
1968,4,1968100609,BAL,colts,28,CHI,bears,7
1968,5,1968101200,MIA,dolphins,14,BUF,bills,14
1968,5,1968101304,KC,chiefs,13,CIN,bengals,3
1968,5,1968101300,BOS,patriots,0,HOU,oilers,16
1968,5,1968101309,OAK,raiders,14,SD,chargers,23
1968,5,1968101308,NYJ,jets,13,DEN,broncos,21
1968,5,1968101307,CHI,bears,10,DET,lions,28
1968,5,1968101306,WAS,redskins,16,PIT,steelers,13
1968,5,1968101305,SF,49ers,14,BAL,colts,42
1968,5,1968101310,DAL,cowboys,34,PHI,eagles,14
1968,5,1968101303,ATL,falcons,24,NYG,giants,21
1968,5,1968101302,NO,saints,20,MIN,vikings,17
1968,5,1968101301,GB,packers,14,LA,rams,16
1968,5,1968101311,CLE,browns,21,STL,cardinals,27
1968,6,1968102007,LA,rams,27,ATL,falcons,14
1968,6,1968102012,BAL,colts,20,CLE,browns,30
1968,6,1968102011,DET,lions,14,GB,packers,14
1968,6,1968102010,STL,cardinals,41,WAS,redskins,14
1968,6,1968102009,BOS,patriots,23,BUF,bills,6
1968,6,1968102008,MIN,vikings,7,DAL,cowboys,20
1968,6,1968102006,CIN,bengals,22,MIA,dolphins,24
1968,6,1968102005,KC,chiefs,24,OAK,raiders,10
1968,6,1968102004,SD,chargers,55,DEN,broncos,24
1968,6,1968102003,NYG,giants,10,SF,49ers,26
1968,6,1968102002,PIT,steelers,12,NO,saints,16
1968,6,1968102001,PHI,eagles,16,CHI,bears,29
1968,6,1968102000,HOU,oilers,14,NYJ,jets,20
1968,7,1968102711,CHI,bears,26,MIN,vikings,24
1968,7,1968102710,KC,chiefs,27,SD,chargers,20
1968,7,1968102709,BAL,colts,27,LA,rams,10
1968,7,1968102708,CLE,browns,30,ATL,falcons,7
1968,7,1968102707,STL,cardinals,31,NO,saints,17
1968,7,1968102706,NYJ,jets,48,BOS,patriots,14
1968,7,1968102705,WAS,redskins,10,NYG,giants,13
1968,7,1968102704,DEN,broncos,21,MIA,dolphins,14
1968,7,1968102703,BUF,bills,7,HOU,oilers,30
1968,7,1968102702,PIT,steelers,6,PHI,eagles,3
1968,7,1968102701,DET,lions,7,SF,49ers,14
1968,7,1968102700,OAK,raiders,31,CIN,bengals,10
1968,7,1968102800,DAL,cowboys,17,GB,packers,28
1968,8,1968110306,OAK,raiders,38,KC,chiefs,21
1968,8,1968110311,NO,saints,3,DAL,cowboys,17
1968,8,1968110310,BOS,patriots,14,DEN,broncos,35
1968,8,1968110309,PHI,eagles,17,STL,cardinals,45
1968,8,1968110308,NYJ,jets,25,BUF,bills,21
1968,8,1968110307,MIN,vikings,27,WAS,redskins,14
1968,8,1968110312,LA,rams,10,DET,lions,7
1968,8,1968110305,NYG,giants,0,BAL,colts,26
1968,8,1968110304,CIN,bengals,17,HOU,oilers,27
1968,8,1968110303,SF,49ers,21,CLE,browns,33
1968,8,1968110302,GB,packers,10,CHI,bears,13
1968,8,1968110301,ATL,falcons,21,PIT,steelers,41
1968,8,1968110300,SD,chargers,34,MIA,dolphins,28
1968,9,1968111010,NYJ,jets,26,HOU,oilers,7
1968,9,1968111002,DAL,cowboys,21,NYG,giants,27
1968,9,1968111001,CIN,bengals,9,KC,chiefs,16
1968,9,1968111000,DEN,broncos,7,OAK,raiders,43
1968,9,1968111012,PHI,eagles,10,WAS,redskins,16
1968,9,1968111011,DET,lions,10,BAL,colts,27
1968,9,1968111003,CLE,browns,35,NO,saints,17
1968,9,1968111009,CHI,bears,27,SF,49ers,19
1968,9,1968111008,ATL,falcons,10,LA,rams,17
1968,9,1968111007,BUF,bills,17,MIA,dolphins,21
1968,9,1968111006,MIN,vikings,14,GB,packers,10
1968,9,1968111005,STL,cardinals,28,PIT,steelers,28
1968,9,1968111004,BOS,patriots,17,SD,chargers,27
1968,10,1968111706,CHI,bears,13,ATL,falcons,16
1968,10,1968111711,GB,packers,29,NO,saints,7
1968,10,1968111710,OAK,raiders,43,NYJ,jets,32
1968,10,1968111709,BUF,bills,6,SD,chargers,21
1968,10,1968111708,WAS,redskins,24,DAL,cowboys,44
1968,10,1968111707,MIA,dolphins,21,CIN,bengals,38
1968,10,1968111712,NYG,giants,7,PHI,eagles,6
1968,10,1968111705,PIT,steelers,24,CLE,browns,45
1968,10,1968111704,BAL,colts,27,STL,cardinals,0
1968,10,1968111703,DET,lions,6,MIN,vikings,13
1968,10,1968111702,HOU,oilers,38,DEN,broncos,17
1968,10,1968111701,SF,49ers,20,LA,rams,20
1968,10,1968111700,KC,chiefs,31,BOS,patriots,17
1968,11,1968112405,CIN,bengals,0,OAK,raiders,34
1968,11,1968112410,DET,lions,20,NO,saints,20
1968,11,1968112409,BOS,patriots,10,MIA,dolphins,34
1968,11,1968112408,DEN,broncos,34,BUF,bills,32
1968,11,1968112407,SD,chargers,15,NYJ,jets,37
